ensembl,symbol,description,log2FoldChange,pvalue,padj,206161_sp_3d_tg,206176_sp_3d_tg,206177_sp_3d_tg,206167_sp_3d_tg,206168_sp_3d_tg,206214_sp_3d_tg,206229_sp_3d_tg,206174_sp_3d_wt,206175_sp_3d_wt,206158_sp_3d_wt,206165_sp_3d_wt,206166_sp_3d_wt,206215_sp_3d_wt,206227_sp_3d_wt
ENSMUSG00000029860,Zyx,zyxin [Source:MGI Symbol;Acc:MGI:103072],0.438358264,0.017902636,0.179036439,156,173,310,240,136,246,208,163,183,166,276,102,136,122
ENSMUSG00000118071,Gm50455,"predicted gene, 50455 [Source:MGI Symbol;Acc:MGI:6324718]",-0.835930575,0.017922999,0.17913922,21,8,12,5,6,15,7,13,34,12,16,22,18,18
ENSMUSG00000026579,F5,coagulation factor V [Source:MGI Symbol;Acc:MGI:88382],-0.836372593,0.017966261,0.179470618,772,34,35,27,16,51,24,29,45,52,57,1268,56,133
ENSMUSG00000055900,Tmem69,transmembrane protein 69 [Source:MGI Symbol;Acc:MGI:3045357],0.35927791,0.01802913,0.179789067,80,106,108,110,76,134,110,85,72,106,98,78,72,66
ENSMUSG00000000791,Il12rb1,"interleukin 12 receptor, beta 1 [Source:MGI Symbol;Acc:MGI:104579]",-1.139147862,0.018048753,0.179789067,7,4,1,1,1,6,4,5,11,4,14,5,6,9
ENSMUSG00000032068,Plet1,placenta expressed transcript 1 [Source:MGI Symbol;Acc:MGI:1923759],-1.139750766,0.018048407,0.179789067,494,11,12,16,4,20,8,22,25,18,14,1015,14,84
ENSMUSG00000025323,Sp4,trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595],-0.465408699,0.01801584,0.179789067,28,35,34,39,41,48,58,46,88,40,83,44,61,46
ENSMUSG00000102543,Pcdhgc5,"protocadherin gamma subfamily C, 5 [Source:MGI Symbol;Acc:MGI:1935205]",-0.517583647,0.018031394,0.179789067,46,24,25,21,36,33,40,40,67,37,54,48,54,33
ENSMUSG00000047221,Fam185a,"family with sequence similarity 185, member A [Source:MGI Symbol;Acc:MGI:2140983]",0.350645646,0.018062206,0.179822221,82,109,69,116,70,135,88,86,93,90,88,49,84,54
ENSMUSG00000095253,Zfp799,zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934],-0.55301251,0.018112037,0.180217308,30,36,26,46,17,71,28,66,62,44,77,51,46,32
ENSMUSG00000004891,Nes,nestin [Source:MGI Symbol;Acc:MGI:101784],0.577068354,0.018212147,0.180958732,163,79,112,95,190,113,192,95,170,107,100,53,89,68
ENSMUSG00000027997,Casp6,caspase 6 [Source:MGI Symbol;Acc:MGI:1312921],-0.471833979,0.018227402,0.180958732,391,902,577,797,528,1001,645,1283,868,1067,1416,461,1235,735
ENSMUSG00000028654,Mycl,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived [Source:MGI Symbol;Acc:MGI:96799],-0.605788108,0.018237494,0.180958732,31,23,16,10,17,35,25,44,36,47,41,14,48,19
ENSMUSG00000034308,Sdr42e1,"short chain dehydrogenase/reductase family 42E, member 1 [Source:MGI Symbol;Acc:MGI:1921282]",0.403324745,0.018221969,0.180958732,58,92,100,99,62,102,86,57,70,72,113,45,69,50
ENSMUSG00000017715,Pgs1,phosphatidylglycerophosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1921701],0.411679989,0.018201138,0.180958732,57,68,74,68,72,72,74,43,79,55,50,41,56,55
ENSMUSG00000004730,Adgre1,adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912],-0.516823307,0.018260778,0.181061377,54,30,35,23,24,51,43,60,82,35,46,43,64,48
ENSMUSG00000024750,Zfand5,"zinc finger, AN1-type domain 5 [Source:MGI Symbol;Acc:MGI:1278334]",0.336404544,0.018268227,0.181061377,276,368,500,456,270,502,428,366,346,337,441,207,335,277
ENSMUSG00000021423,Ly86,lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404],-0.546659911,0.018287201,0.181148345,82,45,60,42,71,69,131,80,153,114,181,57,114,77
ENSMUSG00000030086,Chchd6,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348],0.422178654,0.018360958,0.181777582,69,54,33,60,34,67,57,53,38,44,53,33,39,27
ENSMUSG00000118510,AC131980.1,"solute carrier family 30, member 10 (Slc30a10) pseudogene",1.647606729,0.018380844,0.181873073,1,26,8,30,4,4,2,6,4,4,5,0,2,5
ENSMUSG00000025422,Agap2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]",-0.589459414,0.018411239,0.181880806,26,15,7,19,11,22,31,28,44,27,39,20,29,17
ENSMUSG00000023852,Chd1,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],0.26000546,0.018412347,0.181880806,501,579,678,690,435,785,633,568,567,601,664,319,581,438
ENSMUSG00000034108,Ccs,copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783],-0.358594956,0.018409196,0.181880806,110,139,122,136,56,185,132,186,172,194,225,104,161,120
ENSMUSG00000049482,Ctu2,cytosolic thiouridylase subunit 2 [Source:MGI Symbol;Acc:MGI:1914215],0.315722053,0.01842264,0.181881325,78,80,72,81,76,82,98,64,89,77,78,46,74,48
ENSMUSG00000029822,Osbpl3,oxysterol binding protein-like 3 [Source:MGI Symbol;Acc:MGI:1918970],-0.420594693,0.018459674,0.181953708,128,167,121,195,124,192,112,232,197,214,345,99,233,159
ENSMUSG00000030815,Phkg2,"phosphorylase kinase, gamma 2 (testis) [Source:MGI Symbol;Acc:MGI:1916211]",-0.536349675,0.018453569,0.181953708,30,15,17,18,16,17,24,20,34,27,40,26,30,28
ENSMUSG00000032417,Rwdd2a,RWD domain containing 2A [Source:MGI Symbol;Acc:MGI:1916769],-1.412541797,0.018460705,0.181953708,5,0,2,2,5,2,4,5,3,9,2,8,10,15
ENSMUSG00000029438,Bcl7a,B cell CLL/lymphoma 7A [Source:MGI Symbol;Acc:MGI:1924295],-0.316825175,0.018490602,0.182147303,227,161,159,148,116,267,268,226,285,258,314,211,242,168
ENSMUSG00000020376,Rnf130,ring finger protein 130 [Source:MGI Symbol;Acc:MGI:1891717],-0.54102606,0.018546422,0.182355691,67,112,40,61,44,101,63,135,135,60,144,76,127,60
ENSMUSG00000042148,Cox10,heme A:farnesyltransferase cytochrome c oxidase assembly factor 10 [Source:MGI Symbol;Acc:MGI:1917633],0.371642608,0.018552826,0.182355691,263,364,382,414,220,442,371,256,269,398,350,156,282,256
ENSMUSG00000022952,Runx1,runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852],-0.611482625,0.018529281,0.182355691,276,100,97,112,127,196,156,221,341,206,176,300,172,189
ENSMUSG00000012296,Tjap1,tight junction associated protein 1 [Source:MGI Symbol;Acc:MGI:1921344],0.384601913,0.01854161,0.182355691,131,149,166,215,100,156,144,125,103,126,170,99,128,93
ENSMUSG00000106063,C030032O16Rik,RIKEN cDNA C030032O16 gene [Source:MGI Symbol;Acc:MGI:1924718],-1.001463639,0.018599447,0.182643977,3,4,4,4,4,4,5,13,9,14,5,6,6,5
ENSMUSG00000023952,Gtpbp2,GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138],0.592557767,0.018602723,0.182643977,93,219,247,318,138,252,172,175,169,86,228,125,128,91
ENSMUSG00000075256,Cerkl,ceramide kinase-like [Source:MGI Symbol;Acc:MGI:3037816],-0.494139005,0.018623322,0.182745201,58,29,24,30,32,38,54,50,73,46,72,30,77,42
ENSMUSG00000046798,Cldn12,claudin 12 [Source:MGI Symbol;Acc:MGI:1929288],0.514962696,0.018640853,0.182816229,59,141,142,159,76,204,164,102,94,119,154,63,100,56
ENSMUSG00000084960,B430010I23Rik,RIKEN cDNA B430010I23 gene [Source:MGI Symbol;Acc:MGI:1926099],0.771334111,0.018662322,0.182925772,42,64,75,91,24,40,26,28,27,33,54,38,24,18
ENSMUSG00000028834,Trim63,tripartite motif-containing 63 [Source:MGI Symbol;Acc:MGI:2447992],-1.508495696,0.018679351,0.182991696,0,8,2,4,0,0,3,6,5,3,17,5,7,8
ENSMUSG00000028517,Plpp3,phospholipid phosphatase 3 [Source:MGI Symbol;Acc:MGI:1915166],-0.43477627,0.018695999,0.18305382,1992,1065,1057,870,1320,1982,1706,1979,3400,1754,2115,1158,2005,1639
ENSMUSG00000032135,Mcam,melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966],0.472589063,0.018775448,0.183730427,218,88,141,82,126,142,146,123,140,90,122,73,102,64
ENSMUSG00000037235,Mxd4,Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991],-0.580737997,0.018789668,0.183768333,920,409,402,314,503,580,625,688,1006,636,744,1110,733,643
ENSMUSG00000064441,Snord37,"small nucleolar RNA, C/D box 37 [Source:MGI Symbol;Acc:MGI:3819530]",0.942269253,0.01880954,0.183861442,14,30,8,11,2,18,17,6,5,7,10,8,9,7
ENSMUSG00000024843,Chka,choline kinase alpha [Source:MGI Symbol;Acc:MGI:107760],0.583443206,0.018901189,0.18465568,390,742,832,1188,408,588,670,585,379,460,714,481,408,314
ENSMUSG00000102573,Gm7265,predicted gene 7265 [Source:MGI Symbol;Acc:MGI:3648991],-0.578576088,0.018928275,0.184818634,66,32,50,32,28,42,56,64,84,59,59,84,43,62
ENSMUSG00000002881,Nab1,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564],0.242085077,0.018953602,0.184964246,268,216,227,234,251,309,298,201,296,233,288,177,226,167
ENSMUSG00000016757,Ttll12,"tubulin tyrosine ligase-like family, member 12 [Source:MGI Symbol;Acc:MGI:3039573]",0.440486474,0.018964177,0.184965819,47,98,103,102,83,126,109,60,79,77,80,71,79,58
ENSMUSG00000052160,Pld4,"phospholipase D family, member 4 [Source:MGI Symbol;Acc:MGI:2144765]",-0.388541644,0.018978095,0.184999973,114,64,61,50,63,92,104,113,139,108,105,70,121,83
ENSMUSG00000053293,Pom121,nuclear pore membrane protein 121 [Source:MGI Symbol;Acc:MGI:2137624],0.343987647,0.019030509,0.185409149,136,156,133,149,190,200,220,144,164,165,154,82,136,128
ENSMUSG00000044574,5031434C07Rik,RIKEN cDNA 5031434C07 gene [Source:MGI Symbol;Acc:MGI:2442810],-1.126241227,0.019041869,0.185418116,4,5,2,0,8,3,4,15,11,9,10,2,7,7
ENSMUSG00000014551,Mrps25,mitochondrial ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1928140],0.26617147,0.01908722,0.185757871,212,232,266,289,176,326,302,250,276,258,259,148,218,149
ENSMUSG00000113010,Gm34084,"predicted gene, 34084 [Source:MGI Symbol;Acc:MGI:5593243]",-0.901307973,0.019117828,0.185953855,2,18,13,24,6,25,23,39,31,50,44,7,24,22
ENSMUSG00000028426,Rad23b,"RAD23 homolog B, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105128]",0.266351415,0.019141135,0.186069154,569,833,741,866,581,1054,886,670,720,782,873,412,743,569
ENSMUSG00000019960,Dusp6,dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853],0.446488572,0.019150634,0.186069154,267,431,433,426,500,571,604,341,528,301,461,190,490,226
ENSMUSG00000026037,Orc2,"origin recognition complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1328306]",0.308018072,0.019177441,0.186227733,110,92,89,82,74,138,123,88,88,91,100,78,90,51
ENSMUSG00000056025,Clca3a1,chloride channel accessory 3A1 [Source:MGI Symbol;Acc:MGI:1316732],-0.630822316,0.019210546,0.186447275,126,41,42,32,79,79,70,81,180,103,137,60,130,80
ENSMUSG00000022325,Pop1,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]",0.426951151,0.019256443,0.186790656,133,87,96,108,141,103,154,98,99,120,91,69,79,81
ENSMUSG00000022436,Sh3bp1,SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603],-0.485851696,0.019270013,0.186820247,40,38,39,36,30,64,76,75,83,54,105,25,76,54
ENSMUSG00000037364,Srrt,serrate RNA effector molecule homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1933527],0.276508001,0.019311997,0.187017597,1132,910,715,862,949,1014,1134,746,942,995,896,588,837,740
ENSMUSG00000079184,Mphosph8,M-phase phosphoprotein 8 [Source:MGI Symbol;Acc:MGI:1922589],0.28344388,0.019321958,0.187017597,868,522,617,484,474,738,734,472,658,566,598,418,586,444
ENSMUSG00000071203,Naip5,"NLR family, apoptosis inhibitory protein 5 [Source:MGI Symbol;Acc:MGI:1298220]",-0.490660873,0.019310542,0.187017597,42,72,67,71,47,89,38,102,67,79,129,80,98,63
ENSMUSG00000039470,Zdhhc2,"zinc finger, DHHC domain containing 2 [Source:MGI Symbol;Acc:MGI:1923452]",0.445520394,0.019382487,0.187399214,192,318,234,411,132,286,257,242,213,206,221,142,228,139
ENSMUSG00000021054,Sgpp1,sphingosine-1-phosphate phosphatase 1 [Source:MGI Symbol;Acc:MGI:2135760],-0.311195764,0.019379938,0.187399214,186,287,207,214,136,313,282,298,340,314,335,256,321,193
ENSMUSG00000020946,Gosr2,golgi SNAP receptor complex member 2 [Source:MGI Symbol;Acc:MGI:1927204],0.617549994,0.019400588,0.187472168,25,44,54,64,47,89,50,48,31,49,63,13,31,23
ENSMUSG00000026389,Steap3,STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678],-0.751965317,0.019457885,0.187923602,35,52,23,22,6,55,32,90,73,75,45,33,43,26
ENSMUSG00000028820,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764],0.202420438,0.019480837,0.188035671,2338,1897,1732,1946,2077,2612,2552,1938,2274,2087,2280,1322,2223,1570
ENSMUSG00000108195,Gm44415,"predicted gene, 44415 [Source:MGI Symbol;Acc:MGI:5690807]",-1.34407279,0.019490663,0.188035671,10,0,2,1,0,4,6,9,13,12,7,9,3,5
ENSMUSG00000038256,Bcl9,B cell CLL/lymphoma 9 [Source:MGI Symbol;Acc:MGI:1924828],-0.510459399,0.019515124,0.18805101,133,82,91,86,58,106,110,142,149,127,121,186,95,114
ENSMUSG00000052949,Rnf157,ring finger protein 157 [Source:MGI Symbol;Acc:MGI:2442484],0.537256191,0.019524017,0.18805101,51,38,39,23,29,37,48,26,25,19,45,20,40,16
ENSMUSG00000012017,Scarf2,"scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]",-0.620045878,0.019505726,0.18805101,82,25,44,28,56,55,56,69,110,59,86,95,61,61
ENSMUSG00000052889,Prkcb,"protein kinase C, beta [Source:MGI Symbol;Acc:MGI:97596]",-0.56774834,0.019541747,0.188060289,104,71,65,59,97,115,162,117,205,127,279,59,189,95
ENSMUSG00000021036,Sptlc2,"serine palmitoyltransferase, long chain base subunit 2 [Source:MGI Symbol;Acc:MGI:108074]",0.474302441,0.019546157,0.188060289,171,388,250,464,239,377,278,304,200,249,297,155,213,202
ENSMUSG00000034614,Pik3ip1,phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016],-0.579639819,0.019568041,0.188168912,114,60,60,21,44,73,75,96,145,90,136,48,104,81
ENSMUSG00000038002,Cramp1l,cramped chromatin regulator homolog 1 [Source:MGI Symbol;Acc:MGI:1930190],-0.390559691,0.019580988,0.18819152,81,155,85,124,105,202,152,216,215,176,187,108,199,122
ENSMUSG00000022557,Bop1,block of proliferation 1 [Source:MGI Symbol;Acc:MGI:1334460],0.462755357,0.019624838,0.188409051,62,95,96,98,36,118,104,57,86,88,88,36,58,46
ENSMUSG00000024301,Kifc5b,kinesin family member C5B [Source:MGI Symbol;Acc:MGI:2137414],0.417309378,0.019618192,0.188409051,104,120,87,105,114,111,156,94,91,107,143,46,63,85
ENSMUSG00000094483,Purb,purine rich element binding protein B [Source:MGI Symbol;Acc:MGI:1338779],0.233604542,0.019653921,0.188586328,2479,2920,2655,3080,2409,3878,3515,2478,2868,3020,3352,1488,3097,2234
ENSMUSG00000037096,Gm9762,predicted pseudogene 9762 [Source:MGI Symbol;Acc:MGI:3704220],0.711182945,0.019750499,0.188886489,11,40,29,58,17,46,46,18,23,33,21,18,27,14
ENSMUSG00000105442,Gm42614,predicted gene 42614 [Source:MGI Symbol;Acc:MGI:5662751],0.854224632,0.019759647,0.188886489,52,112,146,247,50,90,88,96,37,94,121,28,38,53
ENSMUSG00000108269,Gm18422,"predicted gene, 18422 [Source:MGI Symbol;Acc:MGI:5010607]",0.86132465,0.019737206,0.188886489,11,10,19,12,9,11,23,2,7,8,16,6,12,4
ENSMUSG00000036242,Armh4,armadillo-like helical domain containing 4 [Source:MGI Symbol;Acc:MGI:1914669],-0.559821135,0.019741403,0.188886489,90,31,53,24,45,54,56,83,98,96,71,44,70,76
ENSMUSG00000042757,Tmem108,transmembrane protein 108 [Source:MGI Symbol;Acc:MGI:1932411],0.965632743,0.019710436,0.188886489,15,7,15,7,10,7,9,9,10,3,3,2,7,4
ENSMUSG00000025868,Higd2a,"HIG1 domain family, member 2A [Source:MGI Symbol;Acc:MGI:1914294]",-0.399071243,0.019743262,0.188886489,549,901,782,795,351,952,584,1134,914,966,1281,766,926,676
ENSMUSG00000023045,Soat2,sterol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1332226],0.836972432,0.019754498,0.188886489,22,81,68,95,65,121,63,51,23,41,104,9,50,34
ENSMUSG00000105519,E430021H15Rik,RIKEN cDNA E430021H15 gene [Source:MGI Symbol;Acc:MGI:2444377],-0.27076039,0.019828456,0.189394448,151,139,123,176,139,195,191,206,269,218,241,123,169,172
ENSMUSG00000038491,Cdk19os,"cyclin-dependent kinase 19, opposite strand [Source:MGI Symbol;Acc:MGI:1914837]",-1.286601,0.019834113,0.189394448,4,2,1,2,3,6,6,4,3,4,13,18,8,6
ENSMUSG00000105909,Gm43189,predicted gene 43189 [Source:MGI Symbol;Acc:MGI:5663326],-0.730695853,0.019907486,0.1898909,30,25,6,39,13,30,26,33,45,43,44,29,24,61
ENSMUSG00000039007,Cpq,carboxypeptidase Q [Source:MGI Symbol;Acc:MGI:1889205],-0.487504277,0.01990364,0.1898909,151,80,102,56,85,130,98,122,200,146,135,162,128,103
ENSMUSG00000108359,C430039J01Rik,RIKEN cDNA C430039J01 gene [Source:MGI Symbol;Acc:MGI:1924901],0.537979134,0.019926131,0.189926518,32,40,27,34,28,28,24,16,24,22,20,23,24,22
ENSMUSG00000020143,Dock2,dedicator of cyto-kinesis 2 [Source:MGI Symbol;Acc:MGI:2149010],-0.556769814,0.0199433,0.189926518,104,38,50,51,52,66,116,102,136,66,172,66,128,66
ENSMUSG00000006378,Gcat,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389],0.46977357,0.019934323,0.189926518,163,401,285,292,184,339,322,246,225,270,260,86,262,162
ENSMUSG00000043333,Rhbdl2,rhomboid like 2 [Source:MGI Symbol;Acc:MGI:3608413],0.509581836,0.01999043,0.190171416,48,49,33,65,41,39,45,50,34,37,39,20,23,32
ENSMUSG00000042275,Pelo,pelota mRNA surveillance and ribosome rescue factor [Source:MGI Symbol;Acc:MGI:2145154],0.342407968,0.019982052,0.190171416,128,89,120,83,72,132,108,86,102,98,90,74,94,51
ENSMUSG00000104060,Gm37954,"predicted gene, 37954 [Source:MGI Symbol;Acc:MGI:5611182]",0.729267671,0.020001844,0.190178132,48,14,11,17,19,22,23,13,13,19,17,8,13,13
ENSMUSG00000040648,Ppip5k2,diphosphoinositol pentakisphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:2142810],0.411157777,0.020071712,0.190434656,424,841,788,1005,684,966,870,726,648,704,846,308,668,531
ENSMUSG00000033624,Pdpr,pyruvate dehydrogenase phosphatase regulatory subunit [Source:MGI Symbol;Acc:MGI:2442188],-0.28034452,0.020057253,0.190434656,123,115,101,89,80,155,131,145,156,130,189,122,122,122
ENSMUSG00000052336,Cx3cr1,chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815],-0.38186025,0.020052279,0.190434656,170,103,137,95,79,157,137,154,221,148,150,147,178,158
ENSMUSG00000035900,Gramd4,GRAM domain containing 4 [Source:MGI Symbol;Acc:MGI:2676308],-0.561022092,0.020063986,0.190434656,20,31,19,24,21,34,30,65,39,28,46,17,55,26
ENSMUSG00000033294,Noc4l,NOC4 like [Source:MGI Symbol;Acc:MGI:2140843],0.404084882,0.020150357,0.190874929,126,90,99,115,51,106,126,73,92,95,88,39,108,64
ENSMUSG00000020484,Xbp1,X-box binding protein 1 [Source:MGI Symbol;Acc:MGI:98970],-0.339514807,0.02013105,0.190874929,734,1152,730,841,848,1431,1124,1433,1781,1003,1273,1007,1327,1049
ENSMUSG00000007030,Vwa7,von Willebrand factor A domain containing 7 [Source:MGI Symbol;Acc:MGI:1306798],1.220290367,0.020146436,0.190874929,4,4,10,4,6,8,5,1,4,1,3,4,1,4
ENSMUSG00000065191,Gm23458,"predicted gene, 23458 [Source:MGI Symbol;Acc:MGI:5453235]",-0.934821291,0.020200443,0.191247374,6,4,5,9,3,4,7,14,17,14,14,8,9,1
ENSMUSG00000068966,Zbtb34,zinc finger and BTB domain containing 34 [Source:MGI Symbol;Acc:MGI:2685195],-0.467074182,0.020281116,0.191500741,38,30,22,17,30,36,31,39,62,40,46,22,47,38
ENSMUSG00000029368,Alb,albumin [Source:MGI Symbol;Acc:MGI:87991],1.737226177,0.020265795,0.191500741,4,81,51,3,12,168,69,23,11,23,41,2,14,6
ENSMUSG00000005682,Pan2,PAN2 poly(A) specific ribonuclease subunit [Source:MGI Symbol;Acc:MGI:1918984],-0.383060112,0.020251929,0.191500741,57,113,70,115,92,129,134,139,170,119,176,104,139,111
ENSMUSG00000032846,Zswim6,zinc finger SWIM-type containing 6 [Source:MGI Symbol;Acc:MGI:1914513],-0.241527115,0.020274477,0.191500741,160,123,120,127,123,162,155,180,222,177,187,122,159,141
ENSMUSG00000096215,Smim22,small integral membrane protein 22 [Source:MGI Symbol;Acc:MGI:3643379],-0.523162764,0.020275909,0.191500741,1023,1057,1108,998,452,1036,627,1222,813,1416,2229,1312,1427,897
ENSMUSG00000015757,Ppil4,peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668],0.206217764,0.020292122,0.191502863,527,488,497,496,355,539,514,416,519,479,472,314,517,350
ENSMUSG00000026384,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]",-0.348146997,0.020341444,0.191828049,62,75,62,68,69,84,55,118,94,88,105,59,88,78
ENSMUSG00000031820,Babam1,BRISC and BRCA1 A complex member 1 [Source:MGI Symbol;Acc:MGI:1915501],0.271247727,0.020348181,0.191828049,199,240,213,246,187,293,219,184,182,233,257,137,238,145
ENSMUSG00000026159,Agfg1,ArfGAP with FG repeats 1 [Source:MGI Symbol;Acc:MGI:1333754],0.337159163,0.020407993,0.191984306,329,466,543,563,291,560,421,386,386,364,518,279,398,282
ENSMUSG00000033751,Gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914947]",0.276212296,0.020386802,0.191984306,300,366,300,330,186,403,402,292,272,332,330,228,267,206
ENSMUSG00000034361,Cpne2,copine II [Source:MGI Symbol;Acc:MGI:2387578],-0.480756838,0.020400601,0.191984306,95,59,75,57,57,93,63,89,99,71,181,112,101,65
ENSMUSG00000116836,Gm49727,"predicted gene, 49727 [Source:MGI Symbol;Acc:MGI:6215207]",0.345188717,0.020396886,0.191984306,63,60,60,76,64,92,90,58,56,75,78,38,52,54
ENSMUSG00000026019,Wdr12,WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241],0.292803598,0.020425254,0.192044965,93,102,81,120,83,134,133,79,109,105,115,60,100,64
ENSMUSG00000028412,Slc44a1,"solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]",-0.385322202,0.020447879,0.192155964,185,300,198,258,153,425,305,459,362,353,427,181,398,266
ENSMUSG00000008384,Sertad1,SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438],0.354179913,0.020462162,0.192177651,116,127,166,132,139,141,166,110,102,121,174,85,137,84
ENSMUSG00000034675,Dbn1,drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838],-0.705485598,0.020471827,0.192177651,24,9,11,12,14,15,27,35,45,19,22,15,41,14
ENSMUSG00000055447,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer) [Source:MGI Symbol;Acc:MGI:96617]",-0.283174135,0.020493998,0.192214983,1138,724,704,611,729,994,1026,1097,1387,1016,1228,855,1083,776
